key	value
ITEM_BLUE_DYE_DESCRIPTION	Ayay ialvay ofyay ueblay edyay. Useyay ityay otay akemay ouryay eargay edyay olorcay ueblay.
ITEM_GREEN_DYE_NAME	Eengray Edyay
ITEM_GREEN_DYE_DESCRIPTION	Ayay ialvay ofyay eengray edyay. Useyay ityay otay akemay ouryay eargay edyay olorcay eengray.
ITEM_GREY_DYE_NAME	Eygray Edyay
ITEM_GREY_DYE_DESCRIPTION	Ayay ialvay ofyay eygray edyay. Useyay ityay otay akemay ouryay eargay edyay olorcay eygray.
ITEM_RED_DYE_NAME	Edray Edyay
ITEM_RED_DYE_DESCRIPTION	Ayay ialvay ofyay edray edyay. Useyay ityay otay akemay ouryay eargay edyay olorcay edray.
ITEM_SKILL_SCROLL_ALACRITY_NAME	Illskay Ollscray (Alacrityyay)
ITEM_SKILL_SCROLL_ALACRITY_DESCRIPTION	Eachestay ethay useryay Alacrityyay.
ITEM_SKILL_SCROLL_CRYO_NEEDLE_NAME	Illskay Ollscray (Ocryay Eedlenay)
ITEM_SKILL_SCROLL_CRYO_NEEDLE_DESCRIPTION	Eachestay ethay useryay Ocryay Eedlenay.
ITEM_SKILL_SCROLL_EXECUTE_NAME	Illskay Ollscray (Executeyay)
ITEM_SKILL_SCROLL_EXECUTE_DESCRIPTION	Eachestay ethay useryay Executeyay.
ITEM_SKILL_SCROLL_FIREBALL_NAME	Illskay Ollscray (Ireballfay)
ITEM_SKILL_SCROLL_FIREBALL_DESCRIPTION	Eachestay ethay useryay Ireballfay.
ITEM_SKILL_SCROLL_INNER_FOCUS_NAME	Illskay Ollscray (Inneryay Ocusfay)
ITEM_SKILL_SCROLL_INNER_FOCUS_DESCRIPTION	Eachestay ethay useryay Inneryay Ocusfay.
ITEM_SKILL_SCROLL_LEG_UP_NAME	Illskay Ollscray (Eglay Upyay)
ITEM_SKILL_SCROLL_LEG_UP_DESCRIPTION	Eachestay ethay useryay Eglay Upyay.
ITEM_SKILL_SCROLL_SIPHON_LEECH_NAME	Illskay Ollscray (Iphonsay Eechlay)
ITEM_SKILL_SCROLL_SIPHON_LEECH_DESCRIPTION	Eachestay ethay useryay Iphonsay Eechlay.
ITEM_SKILL_SCROLL_SPIRE_NAME	Illskay Ollscray (Irespay)
ITEM_SKILL_SCROLL_SPIRE_DESCRIPTION	Eachestay ethay useryay Irespay.
ITEM_SKILL_SCROLL_SPREAD_SHOT_NAME	Illskay Ollscray (Eadspray Otshay)
ITEM_SKILL_SCROLL_SPREAD_SHOT_DESCRIPTION	Eachestay ethay useryay Eadspray Otshay.
ITEM_SKILL_SCROLL_STURDY_NAME	Illskay Ollscray (Urdystay)
ITEM_SKILL_SCROLL_STURDY_DESCRIPTION	Eachestay ethay useryay Urdystay.
ITEM_SKILL_SCROLL_BELL_MASTERY_NAME	Illskay Ollscray (Ellbay Asterymay)
ITEM_SKILL_SCROLL_BELL_MASTERY_DESCRIPTION	Eachestay ethay useryay Ellbay Asterymay.
ITEM_SKILL_SCROLL_HEAVY_MELEE_MASTERY_NAME	Illskay Ollscray (Eavyhay Eleemay Asterymay)
ITEM_SKILL_SCROLL_HEAVY_MELEE_MASTERY_DESCRIPTION	Eachestay ethay useryay Eavyhay Eleemay Asterymay.
ITEM_SKILL_SCROLL_KATAR_MASTERY_NAME	Illskay Ollscray (Atarkay Asterymay)
ITEM_SKILL_SCROLL_KATAR_MASTERY_DESCRIPTION	Eachestay ethay useryay Atarkay Asterymay.
ITEM_SKILL_SCROLL_MELEE_MASTERY_NAME	Illskay Ollscray (Eleemay Asterymay)
ITEM_SKILL_SCROLL_MELEE_MASTERY_DESCRIPTION	Eachestay ethay useryay Eleemay Asterymay.
ITEM_SKILL_SCROLL_POLEARM_MASTERY_NAME	Illskay Ollscray (Olearmpay Asterymay)
ITEM_SKILL_SCROLL_POLEARM_MASTERY_DESCRIPTION	Eachestay ethay useryay Olearmpay Asterymay.
ITEM_SKILL_SCROLL_RANGED_MASTERY_NAME	Illskay Ollscray (Angedray Asterymay)
ITEM_SKILL_SCROLL_RANGED_MASTERY_DESCRIPTION	Eachestay ethay useryay Angedray Asterymay.
ITEM_SKILL_SCROLL_SCEPTER_MASTERY_NAME	Illskay Ollscray (Epterscay Asterymay)
ITEM_SKILL_SCROLL_SCEPTER_MASTERY_DESCRIPTION	Eachestay ethay useryay Epterscay Asterymay.
ITEM_SKILL_SCROLL_DIVINE_NAME	Illskay Ollscray (Ivineday)
ITEM_SKILL_SCROLL_DIVINE_DESCRIPTION	Eachestay ethay useryay Ivineday.
ITEM_SKILL_SCROLL_LIFE_TAP_NAME	Illskay Ollscray (Ifelay Aptay)
ITEM_SKILL_SCROLL_LIFE_TAP_DESCRIPTION	Eachestay ethay useryay Ifelay Aptay.
ITEM_BUNBAG_NAME	Unbagbay
ITEM_BUNBAG_DESCRIPTION	Ayay atuitousgray ealinghay alvesay.
ITEM_BUNJAR_NAME	Unjarbay
ITEM_BUNJAR_DESCRIPTION	Ayay igbay ealinghay alvesay.
ITEM_BUNPOT_NAME	Unpotbay
ITEM_BUNPOT_DESCRIPTION	Ayay allsmay ealinghay alvesay.
ITEM_CARROT_CAKE_NAME	Arrotcay Akecay
ITEM_CARROT_CAKE_DESCRIPTION	Ayay eliciousday eattray amongstyay Anctumsay.
ITEM_MAGICLOVE_NAME	Agiclovemay
ITEM_MAGICLOVE_DESCRIPTION	Ayay argelay indmay eplenishingray oveclay.
ITEM_MAGIFLOWER_NAME	Agiflowermay
ITEM_MAGIFLOWER_DESCRIPTION	Ayay atuitousgray indmay eplenishingray owerflay.
ITEM_MAGILEAF_NAME	Agileafmay
ITEM_MAGILEAF_DESCRIPTION	Ayay allsmay indmay eplenishingray eaflay.
ITEM_SPECTRAL_POWDER_NAME	Ectralspay Owderpay
ITEM_SPECTRAL_POWDER_DESCRIPTION	Otentpay ixturemay ofyay oundedgray ostlyghay ubstancesay. Anishesvay ethay useryay orfay ayay ortshay urationday.
ITEM_STAMSTAR_NAME	Amstarstay
ITEM_STAMSTAR_DESCRIPTION	Enchingclay isthay arstay ivesgay ayay uddensay oostbay ofyay energyyay.
ITEM_MINCHROOM_JUICE_NAME	Inchroommay Uicejay
ITEM_MINCHROOM_JUICE_DESCRIPTION	Astytay Inchroommay oodblay.
ITEM_LESSER_DEFENSE_POTION_NAME	Esserlay Efenseday Otionpay
ITEM_LESSER_DEFENSE_POTION_DESCRIPTION	Emporarilytay increasesyay Efenseday byyay 5.
ITEM_LESSER_EVASION_POTION_NAME	Esserlay Evasionyay Otionpay
ITEM_LESSER_EVASION_POTION_DESCRIPTION	Emporarilytay increasesyay Evasionyay byyay 3%.
ITEM_LESSER_MGK_DEFENSE_POTION_NAME	Esserlay Mgkyay. Efenseday Otionpay
ITEM_LESSER_MGK_DEFENSE_POTION_DESCRIPTION	Emporarilytay increasesyay Agicmay Efenseday byyay 5.
ITEM_LESSER_REGENERATION_POTION_NAME	Esserlay Egenerationray Otionpay
ITEM_LESSER_REGENERATION_POTION_DESCRIPTION	Emporarilytay egeneratesray 3 ealthhay overyay imetay.
ITEM_DEFENSE_POTION_NAME	Efenseday Otionpay
ITEM_DEFENSE_POTION_DESCRIPTION	Emporarilytay increasesyay Efenseday byyay 10.
ITEM_EVASION_POTION_NAME	Evasionyay Otionpay
ITEM_EVASION_POTION_DESCRIPTION	Emporarilytay increasesyay Evasionyay byyay 5%.
ITEM_MGK_DEFENSE_POTION_NAME	Mgkyay. Efenseday Otionpay
ITEM_MGK_DEFENSE_POTION_DESCRIPTION	Emporarilytay increasesyay Agicmay Efenseday byyay 10.
ITEM_REGENERATION_POTION_NAME	Egenerationray Otionpay
ITEM_REGENERATION_POTION_DESCRIPTION	Emporarilytay egeneratesray 8 ealthhay overyay imetay.
ITEM_TOME_OF_EXPERIENCE_NAME	Ometay ofyay Experienceyay
ITEM_TOME_OF_EXPERIENCE_DESCRIPTION	Ethay owledgeknay isthay Ometay ovidespray ivesgay ayay izablesay ilepay ofyay experienceyay otay ethay eaderray.
ITEM_TOME_OF_GREATER_EXPERIENCE_NAME	Ometay ofyay Eatergray Experienceyay
ITEM_TOME_OF_GREATER_EXPERIENCE_DESCRIPTION	Ethay owledgeknay isthay Ometay ovidespray ivesgay ayay assivemay ilepay ofyay experienceyay otay ethay eaderray.
ITEM_TOME_OF_LESSER_EXPERIENCE_NAME	Ometay ofyay Esserlay Experienceyay
ITEM_TOME_OF_LESSER_EXPERIENCE_DESCRIPTION	Ethay owledgeknay isthay Ometay ovidespray ivesgay ayay andfulhay ofyay experienceyay otay ethay eaderray.
ITEM_TOME_OF_NAIVETY_NAME	Ometay ofyay Aivetynay
ITEM_TOME_OF_NAIVETY_DESCRIPTION	Eadingray isthay ometay esetsray allyay ofyay ouryay Attributesyay, eimbursingray ouryay Attributeyay Ointspay. <color=lime>Ancay onlyyay ebay usedyay inyay ayay Afesay Onezay.</color>
ITEM_TOME_OF_UNLEARNING_NAME	Ometay ofyay Unlearningyay
ITEM_TOME_OF_UNLEARNING_DESCRIPTION	Eadingray isthay ometay unlearnsyay allyay ouryay Illsskay, eimbursingray allyay ouryay entspay Illskay Ointspay. <color=lime>Ancay onlyyay ebay usedyay inyay ayay Afesay Onezay.</color>
ITEM_AGILITY_STONE_NAME	Agilityyay Onestay
ITEM_AGILITY_STONE_DESCRIPTION	Ashay apabilitiescay otay angechay ayay eaponway amageday alescay otay exterityday.
ITEM_ANGELAS_TEAR_NAME	Angela'syay Eartay
ITEM_ANGELAS_TEAR_DESCRIPTION	Instantlyyay evivesray ethay olderhay ifyay eythay ieday.
ITEM_BLIGHTWOOD_LOG_NAME	Ightwoodblay Oglay
ITEM_BLIGHTWOOD_LOG_DESCRIPTION	Ethay insideyay isyay eryvay othay, ontainingcay ayay urningbay ueblay ameflay atthay evernay eemssay otay ogay outyay.
ITEM_BLIGHTWOOD_STICK_NAME	Ightwoodblay Ickstay
ITEM_BLIGHTWOOD_STICK_DESCRIPTION	Eelsfay armway otay oldhay.
ITEM_BLUE_MINCHROOM_CAP_NAME	Ueblay Inchroommay Apcay
ITEM_BLUE_MINCHROOM_CAP_DESCRIPTION	Ethay oresspay ancay ostbitefray omethingsay. Ouldcay ebay oodgay otay eepkay ayay oomray oolcay.
ITEM_BRONZE_ARROWS_NAME	Onzebray Arrowsyay
ITEM_BRONZE_ARROWS_DESCRIPTION	Ammunitionyay orfay owsbay.
ITEM_CARBUNCLE_FOOT_NAME	Arbunclecay Ootfay
ITEM_CARBUNCLE_FOOT_DESCRIPTION	Ethay ootfay ofyay ayay orruptedcay agesay. Ethay oodblay atthay ipsdray omfray ityay uicklyqay ecomesbay ayay agicalmay owderpay.
ITEM_CURSED_NOTE_NAME	Ursedcay Otenay
ITEM_CURSED_NOTE_DESCRIPTION	Erethay areyay agicmay glyphsyay onyay isthay otenay. Eythay eemsay otay owlyslay oatflay aboveyay ethay archmentpay.
ITEM_DEADWOOD_LOG_NAME	Eadwoodday Oglay
ITEM_DEADWOOD_LOG_DESCRIPTION	Othay orangeyay energyyay eminatesyay ithinway isthay oglay.
ITEM_DEATHGEL_CORE_NAME	Eathgelday Orecay
ITEM_DEATHGEL_CORE_DESCRIPTION	Ayay unkchay ofyay ayay Eathgelday.
ITEM_DIVA_NECKLACE_NAME	Ivaday Ecklacenay
ITEM_DIVA_NECKLACE_DESCRIPTION	Ootay igbay otay earway, oughthay uiteqay aluablevay.
ITEM_FLUX_STONE_NAME	Uxflay Onestay
ITEM_FLUX_STONE_DESCRIPTION	Ashay apabilitiescay otay angechay ayay eaponway amageday alescay otay indmay.
ITEM_GEIST_COLLAR_NAME	Eistgay Ollarcay
ITEM_GEIST_COLLAR_DESCRIPTION	Akingshay ethay ellbay oesn'tday akemay anyyay oisenay.
ITEM_GHOSTDUST_NAME	Ostdustghay
ITEM_GHOSTDUST_DESCRIPTION	Ottledbay ectralspay ashesyay ofyay ayay estlessray ostghay.
ITEM_GOLEM_CORE_NAME	Olemgay Orecay
ITEM_GOLEM_CORE_DESCRIPTION	Ethay onceyay unctioningfay earthay ofyay ayay Olemgay. Uiteqay eavyhay.
ITEM_GOLEM_GEM_NAME	Olemgay Emgay
ITEM_GOLEM_GEM_DESCRIPTION	Ayay edray istmay iststway andyay urnstay ithinway isthay emgay.
ITEM_GREEN_LIPSTICK_NAME	Eengray Ipsticklay
ITEM_GREEN_LIPSTICK_DESCRIPTION	Astestay ikelay oursay appleyay andycay.
ITEM_HELLSLUDGE_CORE_NAME	Ellsludgehay Orecay
ITEM_HELLSLUDGE_CORE_DESCRIPTION	Ayay unkchay ofyay ayay Ellsludgehay.
ITEM_ILLUSION_STONE_NAME	Illusionyay Onestay
ITEM_ILLUSION_STONE_DESCRIPTION	Isthay agicalmay onestay ancay ebay usedyay otay angechay ethay appearanceyay ofyay ingsthay.
ITEM_MAW_EYE_NAME	Awmay Eyeyay
ITEM_MAW_EYE_DESCRIPTION	Ere'sthay ayay areglay ofyay anxietyyay inyay ethay ilatedday upilpay.
ITEM_MEKBOAR_HEAD_NAME	Ekboarmay Eadhay
ITEM_MEKBOAR_HEAD_DESCRIPTION	Ethay outsnay ontinuescay otay ulsepay andyay iggleway aroundyay.
ITEM_MEKBOAR_SPEAR_NAME	Ekboarmay Earspay
ITEM_MEKBOAR_SPEAR_DESCRIPTION	Ityay isyay unknownyay owhay isthay earspay asway attachedyay otay ayay oarbay.
ITEM_MIGHT_STONE_NAME	Ightmay Onestay
ITEM_MIGHT_STONE_DESCRIPTION	Ashay apabilitiescay otay angechay ayay eaponway amageday alescay otay engthstray.
ITEM_MONOLITH_CORE_NAME	Onolithmay Orecay
ITEM_MONOLITH_CORE_DESCRIPTION	Ethay earthay ofyay ayay Onolithmay. Arkday eengray energyyay ulsatespay omfray ithinway ityay.
ITEM_MONOLITH_GEM_NAME	Onolithmay Emgay
ITEM_MONOLITH_GEM_DESCRIPTION	Ayay eftyhay, eengray emgay omfray ayay Onolithmay. Erhapspay ityay isyay utatedmay.
ITEM_MOUTH_BITTERTOOTH_NAME	Outhmay Ittertoothbay
ITEM_MOUTH_BITTERTOOTH_DESCRIPTION	Ethay iptay ofyay ethay oothtay endlesslyyay ipsdray ayay ittlelay itbay ofyay oisonpay.
ITEM_MOUTH_EYE_NAME	Outhmay Eyeyay
ITEM_MOUTH_EYE_DESCRIPTION	Uishysqay. Oughthay, ityay an'tcay ebay oppedpay.
ITEM_RAGEBOAR_HEAD_NAME	Ageboarray Eadhay
ITEM_RAGEBOAR_HEAD_DESCRIPTION	Ethay eyesyay areyay oodshotblay andyay illedfay ithway ageray.
ITEM_RAGEBOAR_SPEAR_NAME	Ageboarray Earspay
ITEM_RAGEBOAR_SPEAR_DESCRIPTION	Ethay oodstainblay onyay isthay earspay eansmay eadlyday usinessbay.
ITEM_RED_MINCHROOM_CAP_NAME	Edray Inchroommay Apcay
ITEM_RED_MINCHROOM_CAP_DESCRIPTION	Ethay oresspay ancay etsay omethingsay onyay irefay. Ouldcay ebay oodgay otay ookcay omethingsay icyspay ithway.
ITEM_ROCK_NAME	Ockray
ITEM_ROCK_DESCRIPTION	Ustjay anyay ordinaryyay ockray. Ouldcay ebay ossedtay atyay enemiesyay.
ITEM_SLIME_CORE_NAME	Imeslay Orecay
ITEM_SLIME_CORE_DESCRIPTION	Ayay unkchay ofyay ayay Imeslay.
ITEM_SLIME_DIVA_EARS_NAME	Imeslay Ivaday Earsyay
ITEM_SLIME_DIVA_EARS_DESCRIPTION	Extremelyyay argelay andyay onglay earsyay. Unlikeyay otheryay imeslay earsyay, esethay areyay otnay arpshay otay ethay ouchtay, utbay atherray oftsay.
ITEM_SLIME_EARS_NAME	Imeslay Earsyay
ITEM_SLIME_EARS_DESCRIPTION	Esethay areyay omehowsay arpshay onyay ethay endsyay, ichwhay ancay actuallyyay urthay.
ITEM_SLIMEK_CORE_NAME	Imekslay Orecay
ITEM_SLIMEK_CORE_DESCRIPTION	Ayay unkchay ofyay ayay Imekslay.
ITEM_SLIMEK_EARS_NAME	Imekslay Earsyay
ITEM_SLIMEK_EARS_DESCRIPTION	Evenyay arpershay anthay ormalnay Imeslay earsyay.
ITEM_SLIMEK_EYE_NAME	Imekslay Eyeyay
ITEM_SLIMEK_EYE_DESCRIPTION	Ethay irlysway upilpay otatesray ifyay ouyay ooklay atyay ityay onglay enoughyay.
ITEM_SOUL_PEARL_NAME	Oulsay Earlpay
ITEM_SOUL_PEARL_DESCRIPTION	Allowsyay ethay olderhay otay eviveray ayay allenfay oulsay.\n eviveray omeonesay, esspray ethay interactyay eykay enwhay earbynay emthay.</color>
ITEM_WIZBOAR_HEAD_NAME	Izboarway Eadhay
ITEM_WIZBOAR_HEAD_DESCRIPTION	It'syay illstay ilingsmay.
ITEM_WIZBOAR_SCEPTER_NAME	Izboarway Epterscay
ITEM_WIZBOAR_SCEPTER_DESCRIPTION	Eemingtay ithway electricityyay. Ootay igbay ofyay ayay eaponway otay useyay onyay ouryay ownyay.
CREEP_LESSER_WISP_NAME	Esserlay Ispway
CREEP_LESSER_WISP_NAME_VARIANT_MANY	Esserlay Ispsway
CREEP_MIASMA_NAME	Iasmamay
CREEP_MIASMA_NAME_VARIANT_MANY	Iasmasmay
CREEP_GREATER_WISP_NAME	Eatergray Ispway
CREEP_GREATER_WISP_NAME_VARIANT_MANY	Eatergray Ispsway
CREEP_TOXIN_NAME	Oxintay
CREEP_TOXIN_NAME_VARIANT_MANY	Oxinstay
CREEP_ALSHAR_NAME	Alsharyay
CREEP_ALSHAR_NAME_VARIANT_MANY	Alsharsyay
CREEP_CARBUNCLE_NAME	Arbunclecay
CREEP_CARBUNCLE_NAME_VARIANT_MANY	Arbunclescay
CREEP_STEZZA_NAME	Ezzastay
CREEP_STEZZA_NAME_VARIANT_MANY	Ezzasstay
CREEP_POLTERGEIST_NAME	Oltergeistpay
CREEP_POLTERGEIST_NAME_VARIANT_MANY	Oltergeistspay
CREEP_MINI_GEIST_NAME	Inimay Eistgay
CREEP_MINI_GEIST_NAME_VARIANT_MANY	Inimay Eistsgay
CREEP_GEIST_NAME	Eistgay
CREEP_GEIST_NAME_VARIANT_MANY	Eistsgay
CREEP_LORD_ZUULNERUDA_NAME	Ordlay Uulnerudazay
CREEP_LORD_ZUULNERUDA_NAME_VARIANT_MANY	Ordlay Uulnerudaszay
CREEP_LORD_KALUUZ_NAME	Ordlay Aluuzkay
CREEP_LORD_KALUUZ_NAME_VARIANT_MANY	Ordlay Aluuzskay
CREEP_GOLEM_NAME	Olemgay
CREEP_GOLEM_NAME_VARIANT_MANY	Olemsgay
CREEP_MONOLITH_NAME	Onolithmay
CREEP_MONOLITH_NAME_VARIANT_MANY	Onolithsmay
CREEP_DEMIGOLEM_NAME	Emigolemday
CREEP_DEMIGOLEM_NAME_VARIANT_MANY	Emigolemsday
CREEP_COLOSSUS_NAME	Olossuscay
CREEP_COLOSSUS_NAME_VARIANT_MANY	Olossusscay
CREEP_BROXXUS_NAME	Oxxusbray
CREEP_BROXXUS_NAME_VARIANT_MANY	Oxxussbray
CREEP_MEKBOAR_NAME	Ekboarmay
CREEP_MEKBOAR_NAME_VARIANT_MANY	Ekboarsmay
CREEP_BOOMBOAR_NAME	Oomboarbay
CREEP_BOOMBOAR_NAME_VARIANT_MANY	Oomboarsbay
CREEP_RAGEBOAR_NAME	Ageboarray
CREEP_RAGEBOAR_NAME_VARIANT_MANY	Ageboarsray
CREEP_WIZBOAR_NAME	Izboarway
CREEP_WIZBOAR_NAME_VARIANT_MANY	Izboarsway
CREEP_BLUE_MINCHROOM_NAME	Ueblay Inchroommay
CREEP_BLUE_MINCHROOM_NAME_VARIANT_MANY	Ueblay Inchroomsmay
CREEP_RED_MINCHROOM_NAME	Edray Inchroommay
CREEP_RED_MINCHROOM_NAME_VARIANT_MANY	Edray Inchroomsmay
CREEP_YELLOW_MINCHROOM_NAME	Ellowyay Inchroommay
CREEP_YELLOW_MINCHROOM_NAME_VARIANT_MANY	Ellowyay Inchroomsmay
CREEP_MINI_GOLEM_NAME	Inimay Olemgay
CREEP_MINI_GOLEM_NAME_VARIANT_MANY	Inimay Olemsgay
CREEP_MOUTH_NAME	Outhmay
CREEP_MOUTH_NAME_VARIANT_MANY	Outhsmay
CREEP_MAW_NAME	Awmay
CREEP_MAW_NAME_VARIANT_MANY	Awsmay
CREEP_SLIME_NAME	Imeslay
CREEP_SLIME_NAME_VARIANT_MANY	Imesslay
CREEP_HELLSLUDGE_NAME	Ellsludgehay
CREEP_HELLSLUDGE_NAME_VARIANT_MANY	Ellsludgeshay
CREEP_TAR_SPAWN_NAME	Artay Awnspay
CREEP_TAR_SPAWN_NAME_VARIANT_MANY	Artay Awnsspay
CREEP_SLIMEK_NAME	Imekslay
CREEP_SLIMEK_NAME_VARIANT_MANY	Imeksslay
CREEP_DEATHGEL_NAME	Eathgelday
CREEP_DEATHGEL_NAME_VARIANT_MANY	Eathgelsday
CREEP_SLIME_DIVA_NAME	Imeslay Ivaday
CREEP_SLIME_DIVA_NAME_VARIANT_MANY	Imeslay Ivasday
CREEP_DEADWOOD_NAME	Eadwoodday
CREEP_DEADWOOD_NAME_VARIANT_MANY	Eadwoodsday
CREEP_BLIGHTWOOD_NAME	Ightwoodblay
CREEP_BLIGHTWOOD_NAME_VARIANT_MANY	Ightwoodsblay
CREEP_NOVICE_TRAINING_DUMMY_NAME	Ovicenay Ainingtray Ummyday
CREEP_NOVICE_TRAINING_DUMMY_NAME_VARIANT_MANY	Ovicenay Ainingtray Ummysday
CREEP_CLASS_TRAINING_DUMMY_NAME	Assclay Ainingtray Ummyday
CREEP_CLASS_TRAINING_DUMMY_NAME_VARIANT_MANY	Assclay Ainingtray Ummysday
QUEST_A_WARM_WELCOME_NAME	Ayay Armway Elcomeway
QUEST_A_WARM_WELCOME_DESCRIPTION	Ahyay... Iyay eesay atthay ou'reyay awakeyay, andyay ouryay oulsay isyay asyay ightbray asyay everyay. Easeplay, oday otnay ebay afraidyay. <color=cyan>Isthay aceplay isyay ouryay omehay, ouryay omehay.</color>\n \nEforebay eway ancay eginbay ouryay ourneyjay, easeplay akemay ourselfyay amiliarfay ithway Anctumsay... <color=cyan>Afteryay allyay, isthay isyay ethay astlay afesay avenhay ofyay isthay okenbray orldway.</color>\n \n<color=yellow>Omecay ackbay otay emay afteryay ouyay avehay eensay ethay Orldway Ortalpay, ethay Arracksbay, ethay Opshay, andyay ethay Atewaygay otay ethay Outeryay Anctumsay.</color> \n \n<i>Ofyay oursecay, aketay ouryay imetay...</i>
QUEST_A_WARM_WELCOME_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_WORLDPORTALTRIGGER_PREFIX	Orldway Ortalpay
QUEST_TRIGGER_WORLDPORTALTRIGGER_SUFFIX	iscoveredday
QUEST_TRIGGER_SHOPDISCOVERTRIGGER_PREFIX	Opshay
QUEST_TRIGGER_SHOPDISCOVERTRIGGER_SUFFIX	iscoveredday
QUEST_TRIGGER_GATEWAYDISCOVERTRIGGER_PREFIX	Atewaygay
QUEST_TRIGGER_GATEWAYDISCOVERTRIGGER_SUFFIX	iscoveredday
QUEST_TRIGGER_BARRACKSDISCOVERTRIGGER_PREFIX	Arracksbay
QUEST_TRIGGER_BARRACKSDISCOVERTRIGGER_SUFFIX	iscoveredday
QUEST_COMMUNING_CATACOMBS_NAME	Ommuningcay Atacombscay
QUEST_COMMUNING_CATACOMBS_DESCRIPTION	It'syay uiteqay ireday, ouyay eesay... ethay <color=cyan>Atacombscay outsideyay Anctumsay</color> asway ayay aceplay Iyay ouldcay ommunecay myyay icmystay energiesyay ithway otay urveysay ethay undeadyay. Atwhay oesgay onyay erethay ownay ashay eenbay allyay ayay erymystay otay emay...\n \n<color=cyan>Enwhay ethay orldway atteredshay, osay idday myyay agicmay.</color> Ortunatelyfay, Iyay ancay illstay eelfay ethay ostlay agicmay existingyay...\n \n<color=yellow>Indfay ethay aystray Igilsay eepday ithinway ethay Atacombscay andyay etlay ityay ethertay otay ouryay oulsay.</color> Onceyay ouyay oday, eway ancay urtherfay exploreyay atwhay oomslay aheadyay ofyay usyay... Iyay oday earfay orfay ethay orstway.
QUEST_COMMUNING_CATACOMBS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_SIGILTRIGGER_PREFIX	Igilsay
QUEST_TRIGGER_SIGILTRIGGER_SUFFIX	attunedyay
QUEST_NIGHT_SPIRITS_NAME	Ightnay Iritsspay
QUEST_NIGHT_SPIRITS_DESCRIPTION	<color=cyan>Uringday ethay ightnay,</color> ethay Ispsway omfray ethay Atacombscay earbynay isturbday ethay Outeryay Anctumsay. Omesay Eatergray Ispsway aymay alsoyay ebay oundfay eeperday ithinway ethay Atacombscay itselfyay...\n \n<color=yellow>Abolishyay 8 Esserlay Ispsway andyay 5 Eatergray Ispsway.</color>\n arefulcay, ecausebay <color=cyan>Ispsway ancay ursecay ouyay...</color>
QUEST_NIGHT_SPIRITS_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_RIDDING_SLIMES_NAME	Iddingray Imesslay
QUEST_RIDDING_SLIMES_DESCRIPTION	Ethay Imesslay areyay uiteqay ethay uisancenay outsideyay Anctumsay... Endingfay emthay offyay ouldway elphay usyay eatlygray.\n \n<color=cyan>Imesslay areyay ommonlycay oundfay uringday ethay aytimeday.</color> <color=yellow>Athergay 5 Imeslay Orescay, 5 Imeslay Earsyay andyay illkay 10 Imesslay.</color> Omecay ackbay afelysay...
QUEST_RIDDING_SLIMES_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_DISCIPLE_OF_MAGIC_NAME	Iscipleday ofyay Agicmay
QUEST_DISCIPLE_OF_MAGIC_DESCRIPTION	Ahyay! Erethay ouyay areyay, ittlelay oneyay. I'veyay oticednay atthay ouryay illskay ashay exceededyay eyondbay erewhay ouyay eganbay... <color=cyan>erhapspay, ouyay aymay ebay interestedyay inyay embracingyay ethay udiesstay ofyay ayay Icmystay?</color>\n \nIfyay ouyay areyay uresay otay ollowfay myyay armthway ofyay isdomway andyay uidancegay, <color=yellow>Iyay illway estowbay ayay ometay atthay illway indbay myyay owerspay otay ouyay...</color> Andyay ofyay oursecay, akemay ouryay oicechay iselyway, <color=yellow>asyay ouyay annotcay evertray ityay.</color>\n \nHmmyay... O-Ohyay, esyay! <color=yellow>Ifyay ouyay appenhay otay oselay ouryay ometay ilewhay undecidedyay, easeplay alktay otay emay againyay otay etrieveray anotheryay.</color> 
QUEST_DISCIPLE_OF_MAGIC_COMPLETE_RETURN_MESSAGE	Eturnray otay Angelayay inyay Anctumsay.
QUEST_TRIGGER_GETMYSTICCLASS_PREFIX	Ometay ofyay ethay Icmystay
QUEST_TRIGGER_GETMYSTICCLASS_SUFFIX	eadray
QUEST_MASTERY_OF_BELLS_NAME	Asterymay ofyay Ellsbay
